time,tau_0,tau_1,tau_2,tau_3,tau_4,tau_5,tau_6,tau_7,tau_8,tau_9
27.580000000010724,-0.026667466387152672,0.12519878149032593,0.20550412428379058,-0.30434829428792,0.275832238972187,-0.043299708515405655,-0.03866427391767502,0.20682997000217437,-0.5989471977949142,0.35558715033531185
27.581000000010725,-0.023431723937392235,0.12910890579223633,0.20407183957099914,-0.2960561296343803,0.28297781515121456,-0.04516639560461044,-0.047713182866573334,0.22036575269699096,-0.6384591317176819,0.3715757833719253
27.582000000010726,-0.023431723937392235,0.12910890579223633,0.20407183957099914,-0.2960561296343803,0.28297781515121456,-0.04516639560461044,-0.047713182866573334,0.22036575269699096,-0.6384591317176819,0.3715757833719253
27.583000000010728,-0.023431723937392235,0.12910890579223633,0.20407183957099914,-0.2960561296343803,0.28297781515121456,-0.04516639560461044,-0.047713182866573334,0.22036575269699096,-0.6384591317176819,0.3715757833719253
27.58400000001073,-0.023431723937392235,0.12910890579223633,0.20407183957099914,-0.2960561296343803,0.28297781515121456,-0.04516639560461044,-0.047713182866573334,0.22036575269699096,-0.6384591317176819,0.3715757833719253
27.58500000001073,-0.023431723937392235,0.12910890579223633,0.20407183957099914,-0.2960561296343803,0.28297781515121456,-0.04516639560461044,-0.047713182866573334,0.22036575269699096,-0.6384591317176819,0.3715757833719253
27.58600000001073,-0.023431723937392235,0.12910890579223633,0.20407183957099914,-0.2960561296343803,0.28297781515121456,-0.04516639560461044,-0.047713182866573334,0.22036575269699096,-0.6384591317176819,0.3715757833719253
27.587000000010732,-0.023431723937392235,0.12910890579223633,0.20407183957099914,-0.2960561296343803,0.28297781515121456,-0.04516639560461044,-0.047713182866573334,0.22036575269699096,-0.6384591317176819,0.3715757833719253
27.588000000010734,-0.023431723937392235,0.12910890579223633,0.20407183957099914,-0.2960561296343803,0.28297781515121456,-0.04516639560461044,-0.047713182866573334,0.22036575269699096,-0.6384591317176819,0.3715757833719253
27.589000000010735,-0.023431723937392235,0.12910890579223633,0.20407183957099914,-0.2960561296343803,0.28297781515121456,-0.04516639560461044,-0.047713182866573334,0.22036575269699096,-0.6384591317176819,0.3715757833719253
27.590000000010736,-0.023431723937392235,0.12910890579223633,0.20407183957099914,-0.2960561296343803,0.28297781515121456,-0.04516639560461044,-0.047713182866573334,0.22036575269699096,-0.6384591317176819,0.3715757833719253
27.591000000010737,-0.023060815408825874,0.1362302154302597,0.1935201298892498,-0.2914351603388786,0.2714087175130844,-0.04264665022492409,-0.035080552101135254,0.2381881673336029,-0.6830882287025452,0.3925384836196899
27.59200000001074,-0.023060815408825874,0.1362302154302597,0.1935201298892498,-0.2914351603388786,0.2714087175130844,-0.04264665022492409,-0.035080552101135254,0.2381881673336029,-0.6830882287025452,0.3925384836196899
27.59300000001074,-0.023060815408825874,0.1362302154302597,0.1935201298892498,-0.2914351603388786,0.2714087175130844,-0.04264665022492409,-0.035080552101135254,0.2381881673336029,-0.6830882287025452,0.3925384836196899
